Receipt No.,Completion Time,Details,Transaction Status,Paid In,Withdrawn,Balance
TA22OUXMAS,2025-01-02 12:33:59.990,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,5300.0,,5300.0
TA24OMGGU6,2025-01-02 11:32:00.038,Customer Transfer Fuliza MPesa to - 2547******575 DANIEL OLUKUNGA,Completed,,-50.0,0.0
TA24OMGGU6,2025-01-02 11:32:00.038,OverDraft of Credit Party,Completed,50.0,,50.0
TA26OKQYMA,2025-01-02 11:19:00.019,Customer Transfer of Funds Charge,Completed,,-7.0,0.0
TA26OKQYMA,2025-01-02 11:19:00.019,Customer Transfer Fuliza MPesa to - 2547******575 DANIEL OLUKUNGA,Completed,,-215.0,7.0
TA26OKQYMA,2025-01-02 11:19:00.019,OverDraft of Credit Party,Completed,222.0,,222.0
SLV1I9JBCR,2024-12-31 18:51:00.029,Pay Bill Charge,Completed,,-34.0,0.0
SLV1I9JBCR,2024-12-31 18:51:00.029,Pay Bill Online Fuliza M-Pesa to 303030 - Absa Bank Kenya PLC Acc. 2707#,Completed,,-3800.0,34.0
SLV1I9JBCR,2024-12-31 18:51:00.029,OverDraft of Credit Party,Completed,234.63,,3834.0
SLV4I98OXM,2024-12-31 18:49:00.019,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2652.0,,3599.37
SLS064PDNE,2024-12-28 18:27:00.000,Pay Bill Charge,Completed,,-10.0,947.37
SLS064PDNE,2024-12-28 18:27:00.000,Pay Bill Online to 888880 - KPLC PREPAID Acc. 14467012614,Completed,,-1000.0,957.37
SLS65JMXBG,2024-12-28 16:05:59.971,Pay Bill Charge,Completed,,-20.0,1957.37
SLS65JMXBG,2024-12-28 16:05:59.971,Pay Bill Online to 4699282 - URBAN SPACKLE LIMITED Acc. 1918327,Completed,,-1780.0,1977.37
SLS85JFXYM,2024-12-28 16:03:59.962,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2000.0,,3757.37
SLS95JDAV1,2024-12-28 16:03:59.962,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-1242.63,1757.37
SLS35JD5R9,2024-12-28 16:03:59.962,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,3000.0,,3000.0
SLQ6V7TKK4,2024-12-26 07:34:00.019,Customer Transfer of Funds Charge,Completed,,-33.0,0.0
SLQ6V7TKK4,2024-12-26 07:34:00.019,Customer Transfer Fuliza MPesa to - 2547******977 DAVID CHOGE,Completed,,-2000.0,33.0
SLQ6V7TKK4,2024-12-26 07:34:00.019,OverDraft of Credit Party,Completed,1208.94,,2033.0
SLQ7V7RBL5,2024-12-26 07:34:00.019,Customer Transfer of Funds Charge,Completed,,-53.0,824.06
SLQ7V7RBL5,2024-12-26 07:34:00.019,Customer Transfer to - 2547******977 DAVID CHOGE,Completed,,-3000.0,877.06
SLP4TVU2LQ,2024-12-25 18:35:00.038,Pay Bill Charge,Completed,,-10.0,3877.06
SLP4TVU2LQ,2024-12-25 18:35:00.038,"Pay Bill Online to 4097275 - ALLADIN  GROUP HOLDINGS
WELL MALL Acc. Alladin",Completed,,-720.0,3887.06
SLP5TVQKLX,2024-12-25 18:33:59.990,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-1597.94,4607.06
SLP4TVPW52,2024-12-25 18:33:59.990,"Receive International Transfer From 573388 - MOBEX MONEY.
Original conversation ID is TPTW000115009499.",Completed,6205.0,,6205.0
SLN3KX0ELZ,2024-12-23 19:12:59.962,Customer Transfer of Funds Charge,Completed,,-33.0,0.0
SLN3KX0ELZ,2024-12-23 19:12:59.962,Customer Transfer Fuliza MPesa to - 2547******743 DENNIS WAMURANGA,Completed,,-2000.0,33.0
SLN3KX0ELZ,2024-12-23 19:12:59.962,OverDraft of Credit Party,Completed,1558.35,,2033.0
SLL2AF8OH8,2024-12-21 11:44:00.010,Pay Bill Online to 200200 - Safaricom Post Paid Acc. 254729920461,Completed,,-1000.0,474.65
SLL4AF4R5S,2024-12-21 11:42:59.962,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,1000.0,,1474.65
SLI4WIIZ56,2024-12-18 12:49:59.981,Pay Bill Charge,Completed,,-10.0,474.65
SLI4WIIZ56,2024-12-18 12:49:59.981,Pay Bill Online to 200222 - SHA Acc. CR4035017360050-9,Completed,,-850.0,484.65
SLI4WIGMPQ,2024-12-18 12:49:00.019,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,1000.0,,1334.65
SLI4V5BSDQ,2024-12-18 05:42:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,334.65
SLI4V5BSDQ,2024-12-18 05:42:00.000,Customer Transfer to - 01******452 NAncy okoth,Completed,,-500.0,341.65
SLG2QM8TNY,2024-12-16 23:48:00.029,Airtime Purchase,Completed,,-50.0,841.65
SLG5QM56CT,2024-12-16 23:44:59.971,Airtime Purchase,Completed,,-20.0,891.65
SLG6PNYGF8,2024-12-16 19:30:59.962,Merchant Payment Online to 5119190 - RONGAI FRESHFINDS STORE LIMITED,Completed,,-400.0,911.65
SLG5PMJC4D,2024-12-16 19:25:00.019,Customer Transfer to - 2547******444 DAVID MUCHINA,Completed,,-30.0,1311.65
SLG7PKS80L,2024-12-16 19:18:00.029,Merchant Payment Online to 7661021 - MAYAKA BLESSED BUTCHERY,Completed,,-200.0,1341.65
SLG4PI8YKE,2024-12-16 19:07:59.981,Merchant Payment Online to 6434825 - JOSEPH OLUOCH OYOWO VIA NCBA,Completed,,-830.0,1541.65
SLG5PI0VAL,2024-12-16 19:07:00.019,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2000.0,,2371.65
SLE2E9HPM0,2024-12-14 06:58:00.019,KCB M-PESA Loan Repayment from Savings,Completed,0.0,,371.65
SLE3E9G7IT,2024-12-14 06:58:00.019,KCB M-PESA Deposit,Completed,,-3709.0,371.65
SLE6E9EAPO,2024-12-14 06:56:59.971,Transfer from Bank 517819 - IM BANK LIMITED- APP to Customer via API,Completed,2000.0,,4080.65
SLE2E94LSG,2024-12-14 06:53:00.038,,Completed,,-1919.35,2080.65
SLE1E94W3J,2024-12-14 06:53:00.038,,Completed,4000.0,,4000.0
SLD0DNMDE0,2024-12-13 21:26:00.038,,Completed,,-650.0,0.0
SLD0DNMDE0,2024-12-13 21:26:00.038,of Credit Party,Completed,650.0,,650.0
SLD5DLT679,2024-12-13 21:15:00.029,,Completed,,-589.0,0.0
SLD5DLT679,2024-12-13 21:15:00.029,of Credit Party,Completed,589.0,,589.0
SLD1DHXZPX,2024-12-13 20:51:59.962,,Completed,,-100.0,0.0
SLD1DHXZPX,2024-12-13 20:51:59.962,of Credit Party,Completed,100.0,,100.0
SLD1DHT4PX,2024-12-13 20:51:00.000,,Completed,,-70.0,0.0
SLD1DHT4PX,2024-12-13 20:51:00.000,of Credit Party,Completed,70.0,,70.0
SLD3B8LCKV,2024-12-13 13:07:59.981,,Completed,,-70.0,0.0
SLD3B8LCKV,2024-12-13 13:07:59.981,of Credit Party,Completed,70.0,,70.0
SLD7B6X34Z,2024-12-13 12:56:00.010,,Completed,,-7.0,0.0
SLD7B6X34Z,2024-12-13 12:56:00.010,,Completed,,-260.0,7.0
SLD7B6X34Z,2024-12-13 12:56:00.010,of Credit Party,Completed,267.0,,267.0
SLC76ULCZ3,2024-12-12 12:29:59.971,,Completed,,-200.0,0.0
SLC76ULCZ3,2024-12-12 12:29:59.971,of Credit Party,Completed,154.34,,200.0
SLB74CNC2T,2024-12-11 19:18:59.990,,Completed,,-90.0,45.66
SLA4ZURM32,2024-12-10 22:20:00.038,,Completed,,-65.0,135.66
SLA2Z3Y8R0,2024-12-10 19:45:00.029,,Completed,,-7.0,200.66
SLA2Z3Y8R0,2024-12-10 19:45:00.029,,Completed,,-440.0,207.66
SLA7Z3RGGZ,2024-12-10 19:45:00.029,,Completed,,-50.0,647.66
SLA9Z3MO05,2024-12-10 19:43:59.981,,Completed,,-7.0,697.66
SLA9Z3MO05,2024-12-10 19:43:59.981,,Completed,,-150.0,704.66
SLA3YRNAC7,2024-12-10 18:56:00.010,,Completed,,-13.0,854.66
SLA3YRNAC7,2024-12-10 18:56:00.010,,Completed,,-1000.0,867.66
SL92UOZ8WI,2024-12-09 19:34:59.981,,Completed,,-725.0,1867.66
SL91UL3539,2024-12-09 19:20:00.038,,Completed,,-20.0,2592.66
SL91UKZ7VD,2024-12-09 19:18:59.990,,Completed,,-7.0,2612.66
SL91UKZ7VD,2024-12-09 19:18:59.990,,Completed,,-490.0,2619.66
SL99UJKQA9,2024-12-09 19:14:00.010,,Completed,,-100.0,3109.66
SL95RY0SU1,2024-12-09 09:18:59.962,,Completed,,-1790.34,3209.66
SL93RY0S31,2024-12-09 09:18:59.962,,Completed,5000.0,,5000.0
SL88QGTAKW,2024-12-08 19:47:00.038,,Completed,,-5868.0,0.0
SL88QGTAKW,2024-12-08 19:47:00.038,of Credit Party,Completed,1772.61,,5868.0
SL82PT67AA,2024-12-08 17:51:00.000,,Completed,,-230.0,4095.39
SL86PPZWIG,2024-12-08 00:00:00.000,Merchant Payment Online to 863485 - O MARKET FOREST EDGE,Completed,,-120.0,4325.39
SL73N21DDV,2024-12-07 00:00:00.000,"Pay Bill Online to 804200 - EVOPAY LTD Acc.
KDR597V;Hub_Karen Parking",Completed,,-110.0,4445.39
SL75M3Q6M1,2024-12-07 00:00:00.000,Merchant Payment Online to 6793173 -     NETFLEX STORE AND GROCERY,Completed,,-60.0,4555.39
SL72M2MOI4,2024-12-07 00:00:00.000,Pay Bill Charge,Completed,,-42.0,4615.39
SL72M2MOI4,2024-12-07 00:00:00.000,Pay Bill Online to 522533 - Lipa na KCB Acc. 7951150,Completed,,-5150.0,4657.39
SL75LR4567,2024-12-07 00:00:00.000,Merchant Payment Online to 5010794 -               MARGARET KEMUNTO OCHOKI,Completed,,-140.0,9807.39
SL77LLPT0L,2024-12-07 00:00:00.000,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-52.61,9947.39
SL70LLPN2I,2024-12-07 00:00:00.000,Salary Payment from 504900 - NCBA BANK via API. Original conversation ID is FTC241207OZIC.,Completed,10000.0,,10000.0
SL72KIBF4Y,2024-12-07 00:00:00.000,Merchant Payment Fuliza M-Pesa Online to 7188373 - PURE FRESH RONGAI STIMVAK,Completed,,-200.0,0.0
SL72KIBF4Y,2024-12-07 00:00:00.000,OverDraft of Credit Party,Completed,52.08,,200.0
SL61I6IXM9,2024-12-06 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,147.92
SL61I6IXM9,2024-12-06 00:00:00.000,Customer Payment to Small Business to - 07******212 PETER NYARUA,Completed,,-300.0,154.92
SL61I648B9,2024-12-06 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-33.0,454.92
SL61I648B9,2024-12-06 00:00:00.000,Customer Transfer to - 2547******108 JOEL NZILI,Completed,,-1700.0,487.92
SL69I55F7J,2024-12-06 00:00:00.000,Merchant Payment Online to 496011 -    MEDALLION STEAKHOUSE LTD,Completed,,-210.0,2187.92
SL61HA8PFL,2024-12-06 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-33.0,2397.92
SL61HA8PFL,2024-12-06 00:00:00.000,Customer Transfer to - 01******452 NAncy okoth,Completed,,-1700.0,2430.92
SL69FEVUHR,2024-12-06 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,4130.92
SL69FEVUHR,2024-12-06 00:00:00.000,Customer Transfer to - 2547******269 PATRICIA WAINAINA,Completed,,-200.0,4137.92
SL60FD1BQY,2024-12-06 00:00:00.000,Withdrawal Charge,Completed,,-29.0,4337.92
SL60FD1BQY,2024-12-06 00:00:00.000,"Customer Withdrawal At Agent Till 2062825 - COWTRACK LTD
Learnington Bookshop",Completed,,-2000.0,4366.92
SL60FB7B42,2024-12-06 00:00:00.000,Merchant Payment Online to 5329482 - JOHN GITHUKU NGANGA,Completed,,-90.0,6366.92
SL63FANII9,2024-12-06 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-13.0,6456.92
SL63FANII9,2024-12-06 00:00:00.000,Customer Transfer to - 2547******921 RONALD MOSE,Completed,,-950.0,6469.92
SL61F4ZYKD,2024-12-06 00:00:00.000,Funds received from - 2547******326 OMONDI LOVELL,Completed,6000.0,,7419.92
SL63F4FZGD,2024-12-06 00:00:00.000,Merchant Payment Online to 5342602 - CARREFOUR RUIRU 05,Completed,,-124.0,1419.92
SL53D9WYGT,2024-12-05 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,1543.92
SL53D9WYGT,2024-12-05 00:00:00.000,Customer Transfer to - 01******666 OLIVER MUDOGO,Completed,,-400.0,1550.92
SL448F67JO,2024-12-04 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,1950.92
SL448F67JO,2024-12-04 00:00:00.000,Customer Transfer to - 07******587 Ann Muriungi,Completed,,-150.0,1957.92
SL438EJRHN,2024-12-04 00:00:00.000,Merchant Payment Online to 110174 - Quick Mart Rongai Express,Completed,,-175.0,2107.92
SL428A7V4W,2024-12-04 00:00:00.000,Customer Transfer to - 2547******444 DAVID MUCHINA,Completed,,-50.0,2282.92
SL416YVATB,2024-12-04 00:00:00.000,Pay Bill Charge,Completed,,-10.0,2332.92
SL416YVATB,2024-12-04 00:00:00.000,Pay Bill Online to 888880 - KPLC PREPAID Acc. 14467012614,Completed,,-1000.0,2342.92
SL3334XQIT,2024-12-03 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-33.0,3342.92
SL3334XQIT,2024-12-03 00:00:00.000,Customer Transfer to - 07******544 MARY NASIMIYU,Completed,,-2500.0,3375.92
SL381BHHZ2,2024-12-03 00:00:00.000,Pay Bill Charge,Completed,,-10.0,5875.92
SL381BHHZ2,2024-12-03 09:42:59.990,Pay Bill Online to 850436 - HAZINA SACCO LTD Acc. 37325314DEP,Completed,,-1000.0,5885.92
SL321B9Z0G,2024-12-03 09:42:00.029,Pay Bill Charge,Completed,,-10.0,6885.92
SL321B9Z0G,2024-12-03 09:42:00.029,Pay Bill Online to 850436 - HAZINA SACCO LTD Acc. 33826744DEP,Completed,,-1000.0,6895.92
SL351AUFF9,2024-12-03 09:38:00.010,Pay Bill Charge,Completed,,-62.0,7895.92
SL351AUFF9,2024-12-03 09:38:00.010,Pay Bill Online to 542542 - IM BANK C2B Acc. 01203742076150,Completed,,-20000.0,7957.92
SL321ANDNW,2024-12-03 09:36:59.962,Pay Bill Charge,Completed,,-48.0,27957.92
SL321ANDNW,2024-12-03 09:36:59.962,Pay Bill Online to 542542 - IM BANK C2B Acc. 00304182876150,Completed,,-10000.0,28005.92
SL331ADOZ5,2024-12-03 09:35:00.038,Pay Bill Charge,Completed,,-42.0,38005.92
SL331ADOZ5,2024-12-03 09:35:00.038,Pay Bill Online to 247247 - Equity Paybill Account Acc. 0510173643067,Completed,,-6000.0,38047.92
SL22XSWAFE,2024-12-02 17:17:59.971,Customer Transfer of Funds Charge,Completed,,-7.0,44047.92
SL22XSWAFE,2024-12-02 17:17:59.971,Customer Transfer to - 2547******079 GLADYS NJOKI,Completed,,-120.0,44054.92
SL27XGQCYB,2024-12-02 16:02:00.038,Merchant Payment Online to 5119190 - RONGAI FRESHFINDS STORE LIMITED,Completed,,-400.0,44174.92
SL21XGDJEL,2024-12-02 15:58:59.981,Customer Transfer of Funds Charge,Completed,,-13.0,44574.92
SL21XGDJEL,2024-12-02 15:58:59.981,Customer Payment to Small Business to - 01******662 JOHN KIMANI,Completed,,-620.0,44587.92
SL20XEMZGU,2024-12-02 15:47:59.971,Merchant Payment Online to 986625 - STAREHE BUTCHERY RONGAI,Completed,,-60.0,45207.92
SL20XECS0S,2024-12-02 15:45:59.962,Merchant Payment Online to 914213 - STAREHE BUTCHERY RONGAI 7,Completed,,-1000.0,45267.92
SL27X6917B,2024-12-02 14:50:00.038,Business Payment from 300600 - Equity Bulk Account via API. Original conversation ID is EQA7FE9A3691E10.,Completed,45000.0,,46267.92
SKT1LMN1BX,2024-11-29 19:30:59.962,Customer Transfer of Funds Charge,Completed,,-33.0,1267.92
SKT1LMN1BX,2024-11-29 19:30:59.962,Customer Transfer to - 01******452 NAncy okoth,Completed,,-1700.0,1300.92
SKT7L908O5,2024-11-29 18:33:00.029,Merchant Payment Online to 783381 - Kiddie Kloset,Completed,,-2000.0,3000.92
SKT5L7AJOJ,2024-11-29 18:24:59.990,Merchant Payment Online to 7527615 - Naivas Rongai,Completed,,-1215.0,5000.92
SKT5L0C7CX,2024-11-29 17:51:00.000,Merchant Payment Online to 7733814 - JOARK SPA VIA COOP,Completed,,-500.0,6215.92
SKT1L02UNP,2024-11-29 17:48:59.990,Customer Transfer of Funds Charge,Completed,,-7.0,6715.92
SKT1L02UNP,2024-11-29 17:48:59.990,Customer Transfer to - 07******144 stellah charles,Completed,,-200.0,6722.92
SKT0KL5L5I,2024-11-29 16:23:59.971,Merchant Payment Online to 491847 -            JANDEE GENERAL STORES,Completed,,-100.0,6922.92
SKT4JLXNC6,2024-11-29 12:31:00.019,Customer Transfer of Funds Charge,Completed,,-53.0,7022.92
SKT4JLXNC6,2024-11-29 12:31:00.019,Customer Transfer to - 2547******045 JOYCE WAITHIRA,Completed,,-2600.0,7075.92
SKT8JA0JTG,2024-11-29 11:08:00.010,Merchant Payment Online to 900748 - GEMELLI  LIMITED,Completed,,-8469.0,9675.92
SKT8J4G4Z0,2024-11-29 10:27:59.990,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-1855.08,18144.92
SKT8J4FYFG,2024-11-29 10:27:59.990,Salary Payment from 504900 - NCBA BANK via API. Original conversation ID is FTC241129MWZD.,Completed,20000.0,,20000.0
SKS0FSA2MI,2024-11-28 14:51:59.962,Customer Transfer Fuliza MPesa to - 2547******565 EUCABETH NYAKWEBA,Completed,,-90.0,0.0
SKS0FSA2MI,2024-11-28 14:51:59.962,OverDraft of Credit Party,Completed,90.0,,90.0
SKS9FL2NTT,2024-11-28 14:03:00.029,Customer Transfer of Funds Charge,Completed,,-33.0,0.0
SKS9FL2NTT,2024-11-28 14:03:00.029,Customer Transfer Fuliza MPesa to - 2547******743 DENNIS WAMURANGA,Completed,,-2000.0,33.0
SKS9FL2NTT,2024-11-28 14:03:00.029,OverDraft of Credit Party,Completed,1746.71,,2033.0
SKR9DEKFY3,2024-11-27 21:20:00.010,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-388.71,286.29
SKR0DEK8M8,2024-11-27 21:20:00.010,Funds received from - 07******576 WARUGURU IDDA,Completed,675.0,,675.0
SKQ76S21UF,2024-11-26 13:34:00.019,,Completed,,-674.0,0.0
SKQ66S272G,2024-11-26 13:34:00.019,,Completed,674.0,,674.0
SKP2403KTQ,2024-11-25 18:47:00.010,,Completed,,-15.0,0.0
SKP2403KTQ,2024-11-25 18:47:00.010,,Completed,,-1400.0,15.0
SKP2403KTQ,2024-11-25 18:47:00.010,of Credit Party,Completed,1049.21,,1415.0
SKP33ZTRLN,2024-11-25 18:45:59.962,,Completed,,-612.21,365.79
SKP43ZTNSQ,2024-11-25 18:45:59.962,,Completed,978.0,,978.0
SKP43K9HD2,2024-11-25 17:24:59.962,,Completed,,-50.0,0.0
SKP43K9HD2,2024-11-25 17:24:59.962,of Credit Party,Completed,50.0,,50.0
SKP4343S9M,2024-11-25 15:38:59.971,,Completed,,-33.0,0.0
SKP4343S9M,2024-11-25 15:38:59.971,,Completed,,-2100.0,33.0
SKP4343S9M,2024-11-25 15:38:59.971,of Credit Party,Completed,556.14,,2133.0
SKP82R0OIC,2024-11-25 14:05:00.038,,Completed,,-60.0,1576.86
SKP02OW3ZE,2024-11-25 13:50:00.010,,Completed,,-390.0,1636.86
SKP12JRDWN,2024-11-25 13:14:59.971,,Completed,,-1000.0,2026.86
SKO8Y06I8M,2024-11-24 14:57:59.990,,Completed,,-500.0,3026.86
SKO7XTSNG3,2024-11-24 14:12:59.990,,Completed,,-2948.0,3526.86
SKN5VW1C63,2024-11-23 21:26:00.038,,Completed,,-33.0,6474.86
SKN5VW1C63,2024-11-23 21:26:00.038,,Completed,,-2500.0,6507.86
SKN5UZ37HN,2024-11-23 18:42:59.990,,Completed,,-7.0,9007.86
SKN5UZ37HN,2024-11-23 18:42:59.990,,Completed,,-400.0,9014.86
SKN6U9DNSI,2024-11-23 16:21:59.962,,Completed,,-50.0,9414.86
SKN8U3XO8K,2024-11-23 15:45:59.962,,Completed,,-535.14,9464.86
SKN3U3XM37,2024-11-23 15:45:59.962,,Completed,10000.0,,10000.0
SKM2R05988,2024-11-22 19:32:00.010,,Completed,,-210.0,0.0
SKM2R05988,2024-11-22 19:32:00.010,of Credit Party,Completed,210.0,,210.0
SKM2QWSZ88,2024-11-22 19:18:00.029,,Completed,401.0,,401.0
SKM8QWT6TQ,2024-11-22 19:18:00.029,,Completed,,-401.0,0.0
SKM4QV2U3M,2024-11-22 19:09:59.990,,Completed,,-25.0,0.0
SKM4QV2U3M,2024-11-22 19:09:59.990,of Credit Party,Completed,25.0,,25.0
SKM1QS08NL,2024-11-22 18:58:00.019,,Completed,,-33.0,0.0
SKM1QS08NL,2024-11-22 18:58:00.019,,Completed,,-1700.0,33.0
SKM1QS08NL,2024-11-22 18:58:00.019,of Credit Party,Completed,691.87,,1733.0
SKM6P4LXPS,2024-11-22 13:03:59.962,,Completed,,-200.0,1041.13
SKM9OG1IA5,2024-11-22 10:00:59.990,,Completed,,-23.0,1241.13
SKM9OG1IA5,2024-11-22 10:00:59.990,,Completed,,-1083.0,1264.13
SKL4LGN3A6,2024-11-21 15:06:59.990,,Completed,,-30.0,2347.13
SKK2GO24NS,2024-11-20 12:15:59.990,,Completed,,-33.0,2377.13
SKK2GO24NS,2024-11-20 12:15:59.990,,Completed,,-1530.0,2410.13
SKK0GM2W30,2024-11-20 12:00:59.962,,Completed,,-34.0,3940.13
SKK0GM2W30,2024-11-20 00:00:00.000,,Completed,,-3600.0,3974.13
SKK9GLJDTL,2024-11-20 00:00:00.000,,Completed,,-25.0,7574.13
SKK9GLJDTL,2024-11-20 00:00:00.000,,Completed,,-2850.0,7599.13
SKI18KQKYN,2024-11-18 00:00:00.000,,Completed,,-78.0,10449.13
SKI18KQKYN,2024-11-18 00:00:00.000,,Completed,,-7500.0,10527.13
SKI28K3YT8,2024-11-18 00:00:00.000,,Completed,,-1972.87,18027.13
SKI78K3WHR,2024-11-18 00:00:00.000,,Completed,20000.0,,20000.0
SKG035YS46,2024-11-16 00:00:00.000,,Completed,,-7.0,0.0
SKG035YS46,2024-11-16 00:00:00.000,,Completed,,-400.0,7.0
SKG035YS46,2024-11-16 00:00:00.000,of Credit,Completed,407.0,,407.0
SKF7WW5LPR,2024-11-15 00:00:00.000,,Completed,,-50.0,0.0
SKF7WW5LPR,2024-11-15 00:00:00.000,of Credit,Completed,50.0,,50.0
SKF6WV7AKG,2024-11-15 00:00:00.000,,Completed,,-290.0,0.0
SKF6WV7AKG,2024-11-15 00:00:00.000,of Credit,Completed,290.0,,290.0
SKF4VJY18Q,2024-11-15 00:00:00.000,,Completed,,-11.0,0.0
SKF4VJY18Q,2024-11-15 00:00:00.000,,Completed,,-2000.0,11.0
SKF4VJY18Q,2024-11-15 00:00:00.000,of Credit,Completed,1163.56,,2011.0
SKF8U7N5RQ,2024-11-15 00:00:00.000,,Completed,,-7.0,847.44
SKF8U7N5RQ,2024-11-15 00:00:00.000,,Completed,,-350.0,854.44
SKE9SWBHIX,2024-11-14 00:00:00.000,,Completed,,-7.0,1204.44
SKE9SWBHIX,2024-11-14 00:00:00.000,,Completed,,-470.0,1211.44
SKE0SW05WS,2024-11-14 00:00:00.000,,Completed,,-7.0,1681.44
SKE0SW05WS,2024-11-14 00:00:00.000,,Completed,,-450.0,1688.44
SKE4SUZKUQ,2024-11-14 00:00:00.000,,Completed,,-100.0,2138.44
SKE3SUN1GP,2024-11-14 00:00:00.000,,Completed,,-7.0,2238.44
SKE3SUN1GP,2024-11-14 00:00:00.000,,Completed,,-340.0,2245.44
SKE3SQX10F,2024-11-14 00:00:00.000,,Completed,,-7.0,2585.44
SKE3SQX10F,2024-11-14 00:00:00.000,,Completed,,-180.0,2592.44
SKE1SKTJWX,2024-11-14 00:00:00.000,,Completed,,-227.56,2772.44
SKE5SKTFBH,2024-11-14 00:00:00.000,,Completed,3000.0,,3000.0
SKE5SKPY67,2024-11-14 00:00:00.000,,Completed,0.0,,0.0
SKE2SK8ZII,2024-11-14 00:00:00.000,,Completed,,-1104.0,0.0
SKE0SK9AIU,2024-11-14 00:00:00.000,,Completed,1104.0,,1104.0
SKE2QPZ2QS,2024-11-14 00:00:00.000,,Completed,,-200.0,0.0
SKE2QPZ2QS,2024-11-14 00:00:00.000,of Credit,Completed,200.0,,200.0
SKE4Q8CAG2,2024-11-14 00:00:00.000,,Completed,,-57.0,0.0
SKE4Q8CAG2,2024-11-14 00:00:00.000,,Completed,,-4000.0,57.0
SKE4Q8CAG2,2024-11-14 00:00:00.000,of Credit,Completed,1118.37,,4057.0
SKD3OSBVK9,2024-11-13 00:00:00.000,,Completed,,-61.37,2938.63
SKD0OSC23G,2024-11-13 00:00:00.000,,Completed,3000.0,,3000.0
SKC7KGGWY9,2024-11-12 00:00:00.000,,Completed,,-290.0,0.0
SKC7KGGWY9,2024-11-12 00:00:00.000,of Credit,Completed,60.76,,290.0
SKC0KDCXXO,2024-11-12 00:00:00.000,,Completed,,-2153.0,229.24
SKC8K74084,2024-11-12 00:00:00.000,,Completed,2000.0,,2382.24
SKC8K6UD8Q,2024-11-12 00:00:00.000,,Completed,,-700.0,382.24
SKA2CLLESG,2024-11-10 00:00:00.000,,Completed,,-7.0,1082.24
SKA2CLLESG,2024-11-10 00:00:00.000,,Completed,,-250.0,1089.24
SK9381070H,2024-11-09 00:00:00.000,,Completed,,-50.0,1339.24
SK927ZTSD0,2024-11-09 00:00:00.000,,Completed,,-40.0,1389.24
SK927Y0V28,2024-11-09 00:00:00.000,,Completed,,-1250.0,1429.24
SK907BMC2G,2024-11-09 00:00:00.000,,Completed,2000.0,,2679.24
SK9679DCC8,2024-11-09 00:00:00.000,,Completed,,-10.0,679.24
SK9679DCC8,2024-11-09 00:00:00.000,,Completed,,-570.0,689.24
SK9178Y0D9,2024-11-09 00:00:00.000,,Completed,,-1740.76,1259.24
SK9478XYWK,2024-11-09 00:00:00.000,,Completed,3000.0,,3000.0
SK853MC931,2024-11-08 00:00:00.000,,Completed,,-420.0,0.0
SK853MC931,2024-11-08 00:00:00.000,of Credit,Completed,420.0,,420.0
SK853M1B1R,2024-11-08 00:00:00.000,,Completed,,-370.0,0.0
SK853M1B1R,2024-11-08 00:00:00.000,of Credit,Completed,370.0,,370.0
SK893K318T,2024-11-08 00:00:00.000,,Completed,,-60.0,0.0
SK893K318T,2024-11-08 00:00:00.000,of Credit,Completed,60.0,,60.0
SK893I7W8B,2024-11-08 00:00:00.000,,Completed,,-7.0,0.0
SK893I7W8B,2024-11-08 00:00:00.000,,Completed,,-150.0,7.0
SK893I7W8B,2024-11-08 00:00:00.000,of Credit,Completed,157.0,,157.0
SK873HAD7H,2024-11-08 00:00:00.000,,Completed,,-100.0,0.0
SK873HAD7H,2024-11-08 00:00:00.000,of Credit,Completed,100.0,,100.0
SK843H3IBW,2024-11-08 00:00:00.000,,Completed,,-7.0,0.0
SK843H3IBW,2024-11-08 00:00:00.000,,Completed,,-245.0,7.0
SK843H3IBW,2024-11-08 00:00:00.000,of Credit,Completed,252.0,,252.0
SK813F0XEB,2024-11-08 00:00:00.000,,Completed,,-7.0,0.0
SK813F0XEB,2024-11-08 00:00:00.000,,Completed,,-170.0,7.0
